node	base_color	fine_block	vote_frac	n_votes	on_ref
2262	O	orange_e	1.000	923	1
2263	O	orange_e	1.000	1388	1
2264	O	orange_e	1.000	659	1
2265	O	orange_e	1.000	1388	1
2266	O	orange_e	1.000	1380	1
2267	O	orange_e	1.000	8	0
2268	O	orange_e	1.000	1386	1
2269	O	orange_e	1.000	2	0
2270	O	orange_e	1.000	1388	1
2271	O	orange_e	1.000	923	1
2272	O	orange_e	1.000	1388	1
2273	O	orange_e	1.000	923	1
2274	O	orange_e	1.000	1387	1
2275	O	orange_e	1.000	1	0
2276	O	orange_e	1.000	1388	1
2277	O	orange_e	1.000	1385	1
2278	O	orange_e	1.000	3	0
2279	O	orange_e	1.000	1388	1
2280	O	orange_e	1.000	1385	1
2281	O	orange_e	1.000	3	0
2282	O	orange_e	1.000	1388	1
2283	O	orange_e	1.000	1387	1
2284	O	orange_e	1.000	1	0
2285	O	orange_e	1.000	1388	1
2286	O	orange_e	1.000	115	0
2287	O	orange_e	1.000	1273	1
2288	O	orange_e	1.000	1318	1
2289	O	orange_e	1.000	70	1
2290	O	orange_e	1.000	1388	1
2291	O	orange_e	1.000	464	1
2292	O	orange_e	1.000	924	1
2293	O	orange_e	1.000	1388	1
2294	O	orange_e	1.000	1387	1
2295	O	orange_e	1.000	1	0
2296	O	orange_e	1.000	1388	1
2297	O	orange_e	1.000	71	0
2298	O	orange_e	1.000	1317	1
2299	O	orange_e	1.000	1388	1
2300	O	orange_e	1.000	1387	1
2301	O	orange_e	1.000	1	0
2302	O	orange_e	1.000	1388	1
2303	O	orange_a	0.980	83517	1
2304	O	orange_a	0.743	824	0
2305	O	orange_a	1.000	3	0
2306	O	orange_a	1.000	2	0
2307	O	orange_a	0.986	154529	1
2308	O	orange_a	1.000	1	0
2309	O	orange_a	0.736	488	0
2310	O	orange_a	1.000	4	0
2311	O	orange_a	1.000	11	0
2312	O	orange_a	0.956	1079	0
2313	O	orange_a	1.000	5	0
2314	O	orange_a	0.956	1074	0
2315	O	orange_a	0.997	14669	1
2316	O	orange_a	1.000	2	0
2317	O	orange_a	0.909	2211	1
2318	O	orange_a	0.989	74493	1
2319	O	orange_a	0.987	141222	1
2320	O	orange_a	1.000	1	0
2321	O	orange_a	1.000	5	0
2322	O	orange_a	1.000	6	0
2323	O	orange_a	1.000	7	0
2324	O	orange_a	1.000	2	0
2325	O	orange_a	1.000	5	0
2326	O	orange_a	1.000	3	0
2327	O	orange_a	1.000	2	0
2328	O	orange_a	1.000	3	0
2329	O	orange_a	1.000	5	0
2330	O	orange_a	1.000	8	0
2331	O	orange_a	0.987	86844	1
2332	O	orange_a	1.000	2	0
2333	O	orange_a	0.987	86842	1
2334	O	orange_a	1.000	1	0
2335	O	orange_a	0.987	86841	1
2336	O	orange_a	1.000	1	0
2337	O	orange_a	1.000	7	0
2338	O	orange_a	0.998	10308	1
2339	O	orange_a	1.000	5	0
2340	O	orange_a	1.000	3	0
2341	O	orange_a	1.000	4	0
2342	O	orange_a	1.000	4	0
2343	O	orange_a	1.000	8	0
2344	O	orange_a	1.000	1	0
2345	O	orange_a	1.000	1	0
2346	O	orange_a	1.000	7	0
2347	O	orange_a	0.906	3607	1
2348	O	orange_a	0.969	1567	1
2349	O	orange_a	0.956	1075	0
2350	O	orange_a	0.987	222338	1
2351	O	orange_a	1.000	5	0
2352	O	orange_a	1.000	1	0
2353	O	orange_a	1.000	2	0
2354	O	orange_a	1.000	69	0
2355	O	orange_a	0.696	289	0
2356	O	orange_a	1.000	198	0
2357	O	orange_a	1.000	3	0
2358	O	orange_a	1.000	195	0
2359	O	orange_a	1.000	193	0
2360	O	orange_a	1.000	1	0
2361	O	orange_a	1.000	192	0
2362	O	orange_a	1.000	5	0
2363	O	orange_a	1.000	4	0
2364	O	orange_a	1.000	1	0
2365	O	orange_a	1.000	3	0
2366	O	orange_a	1.000	1	0
2367	O	orange_a	0.987	82725	1
2368	O	orange_a	1.000	6	0
2369	O	orange_a	1.000	1	0
2370	O	orange_a	0.824	1034	0
2371	O	orange_a	0.675	1185	1
2372	O	orange_a	0.675	1184	1
2373	O	orange_b	1.000	385	1
2374	O	orange_a	1.000	799	1
2375	O	orange_b	1.000	727	1
2376	O	orange_b	0.676	1076	1
2377	O	orange_b	1.000	727	1
2378	O	orange_b	1.000	722	1
2379	O	orange_b	1.000	5	0
2380	O	orange_b	1.000	727	1
2381	O	orange_b	1.000	22	0
2382	O	orange_b	1.000	705	1
2383	O	orange_b	1.000	727	1
2384	O	orange_b	1.000	1	0
2385	O	orange_b	1.000	726	1
2386	O	orange_b	1.000	727	1
2387	O	orange_b	1.000	551	1
2388	O	orange_b	1.000	176	0
2389	O	orange_b	1.000	727	1
2390	O	orange_b	1.000	522	1
2391	O	orange_b	1.000	205	0
2392	O	orange_b	1.000	727	1
2393	O	orange_b	1.000	1	0
2394	O	orange_b	1.000	727	1
2395	O	orange_b	1.000	8	0
2396	O	orange_b	1.000	719	1
2397	O	orange_b	1.000	727	1
2398	O	orange_b	1.000	22	0
2399	O	orange_b	1.000	705	1
2400	O	orange_b	1.000	727	1
2401	O	orange_b	1.000	1	0
2402	O	orange_b	1.000	726	1
2403	O	orange_b	1.000	727	1
2404	O	orange_b	1.000	22	0
2405	O	orange_b	1.000	705	1
2406	O	orange_b	1.000	727	1
2407	O	orange_b	1.000	718	1
2408	O	orange_b	1.000	9	0
2409	O	orange_b	1.000	727	1
2410	O	orange_b	1.000	1	0
2411	O	orange_b	1.000	726	1
2412	O	orange_b	1.000	727	1
2413	O	orange_b	1.000	1	0
2414	O	orange_b	1.000	726	1
2415	O	orange_b	1.000	727	1
2416	O	orange_b	1.000	2	0
2417	O	orange_b	1.000	725	1
2418	O	orange_b	1.000	727	1
2419	O	orange_b	1.000	2	0
2420	O	orange_b	1.000	725	1
2421	O	orange_b	1.000	727	1
2422	O	orange_b	1.000	22	0
2423	O	orange_b	1.000	705	1
2424	O	orange_b	1.000	727	1
2425	O	orange_b	1.000	22	0
2426	O	orange_b	1.000	705	1
2427	O	orange_b	1.000	727	1
2428	O	orange_b	1.000	23	0
2429	O	orange_b	1.000	704	1
2430	O	orange_b	1.000	727	1
2431	O	orange_b	1.000	1	0
2432	O	orange_b	1.000	726	1
2433	O	orange_b	1.000	727	1
2434	O	orange_b	1.000	318	0
2435	O	orange_b	1.000	409	1
2436	O	orange_b	1.000	727	1
2437	O	orange_b	1.000	3	0
2438	O	orange_b	1.000	727	1
2439	O	orange_b	1.000	715	1
2440	O	orange_b	1.000	12	0
2441	O	orange_b	1.000	727	1
2442	O	orange_b	1.000	26	0
2443	O	orange_b	1.000	701	1
2444	O	orange_b	1.000	727	1
2445	O	orange_b	1.000	100	1
2446	O	orange_b	1.000	627	0
2447	O	orange_b	1.000	727	1
2448	O	orange_b	1.000	703	1
2449	O	orange_b	1.000	698	1
2450	O	orange_b	1.000	727	1
2451	O	orange_b	1.000	653	1
2452	O	orange_b	1.000	74	0
2453	O	orange_b	1.000	727	1
2454	O	orange_b	1.000	491	0
2455	O	orange_b	1.000	236	1
2456	O	orange_b	1.000	727	1
2457	O	orange_b	1.000	567	1
2458	O	orange_b	1.000	160	0
2459	O	orange_b	1.000	727	1
2460	O	orange_b	1.000	1	0
2461	O	orange_b	1.000	726	1
2462	O	orange_b	1.000	727	1
2463	O	orange_b	1.000	1	0
2464	O	orange_b	1.000	726	1
2465	O	orange_b	1.000	727	1
2466	O	orange_b	1.000	1	0
2467	O	orange_b	1.000	726	1
2468	O	orange_b	1.000	727	1
2469	O	orange_b	1.000	4	0
2470	O	orange_b	1.000	723	1
2471	O	orange_b	1.000	727	1
2472	O	orange_b	1.000	470	0
2473	O	orange_b	1.000	5	0
2474	O	orange_b	1.000	257	1
2475	O	orange_b	1.000	722	1
2476	O	orange_b	1.000	22	0
2477	O	orange_b	1.000	705	1
2478	O	orange_b	1.000	727	1
2479	O	orange_b	1.000	9	0
2480	O	orange_b	1.000	718	1
2481	O	orange_b	1.000	727	1
2482	O	orange_b	1.000	1	0
2483	O	orange_b	1.000	726	1
2484	O	orange_b	1.000	727	1
2485	O	orange_b	1.000	1	0
2486	O	orange_b	1.000	726	1
2487	O	orange_b	1.000	727	1
2488	O	orange_b	1.000	1	0
2489	O	orange_b	1.000	726	1
2490	O	orange_b	1.000	726	1
2491	O	orange_b	1.000	727	1
2492	O	orange_b	1.000	2	0
2493	O	orange_b	1.000	725	1
2494	O	orange_b	1.000	727	1
2495	O	orange_b	1.000	5	0
2496	O	orange_b	1.000	722	1
2497	O	orange_b	1.000	727	1
2498	O	orange_b	1.000	722	1
2499	O	orange_b	1.000	5	0
2500	O	orange_b	1.000	727	1
2501	O	orange_b	1.000	2	0
2502	O	orange_b	1.000	725	1
2503	O	orange_b	1.000	727	1
2504	O	orange_b	1.000	6	0
2505	O	orange_b	1.000	1	0
2506	O	orange_b	1.000	721	1
2507	O	orange_b	1.000	726	1
2508	O	orange_b	1.000	727	1
2509	O	orange_b	1.000	7	0
2510	O	orange_b	1.000	720	1
2511	O	orange_b	1.000	727	1
2512	O	orange_b	1.000	658	1
2513	O	orange_b	1.000	69	0
2514	O	orange_b	1.000	727	1
2515	O	orange_b	1.000	1	0
2516	O	orange_b	1.000	726	1
2517	O	orange_b	1.000	727	1
2518	O	orange_b	1.000	5	0
2519	O	orange_b	1.000	722	1
2520	O	orange_b	1.000	727	1
2521	O	orange_b	1.000	2	0
2522	O	orange_b	1.000	725	1
2523	O	orange_b	1.000	727	1
2524	O	orange_b	1.000	2	0
2525	O	orange_b	1.000	725	1
2526	O	orange_b	1.000	727	1
2527	O	orange_b	1.000	726	1
2528	O	orange_b	1.000	727	1
2529	O	orange_b	1.000	1	0
2530	O	orange_b	1.000	726	1
2531	O	orange_b	1.000	727	1
2532	O	orange_b	1.000	7	0
2533	O	orange_b	1.000	720	1
2534	O	orange_b	1.000	1	0
2535	O	orange_b	1.000	726	1
2536	O	orange_b	1.000	727	1
2537	O	orange_b	1.000	1	0
2538	O	orange_b	1.000	726	1
2539	O	orange_b	1.000	727	1
2540	O	orange_b	1.000	1	0
2541	O	orange_b	1.000	726	1
2542	O	orange_b	1.000	727	1
2543	O	orange_b	1.000	626	1
2544	O	orange_b	1.000	101	0
2545	O	orange_b	1.000	727	1
2546	O	orange_b	1.000	1	0
2547	O	orange_b	1.000	726	1
2548	O	orange_b	1.000	727	1
2549	O	orange_b	1.000	324	1
2550	O	orange_b	1.000	403	0
2551	O	orange_b	1.000	727	1
2552	O	orange_b	1.000	376	1
2553	O	orange_b	1.000	351	0
2554	O	orange_b	1.000	727	1
2555	O	orange_b	1.000	1	0
2556	O	orange_b	1.000	726	1
2557	O	orange_b	1.000	727	1
2558	O	orange_b	1.000	356	0
2559	O	orange_b	1.000	371	1
2560	O	orange_b	1.000	727	1
2561	O	orange_b	1.000	229	0
2562	O	orange_b	1.000	498	1
2563	O	orange_b	1.000	415	0
2564	O	orange_b	1.000	312	1
2565	O	orange_b	1.000	727	1
2566	O	orange_b	1.000	726	1
2567	O	orange_b	1.000	1	0
2568	O	orange_b	1.000	727	1
2569	O	orange_b	1.000	710	1
2570	O	orange_b	1.000	17	0
2571	O	orange_b	1.000	727	1
2572	O	orange_b	1.000	726	1
2573	O	orange_b	1.000	1	0
2574	O	orange_b	1.000	727	1
2575	O	orange_b	1.000	609	1
2576	O	orange_b	1.000	118	0
2577	O	orange_b	1.000	727	1
2578	O	orange_b	1.000	710	1
2579	O	orange_b	1.000	17	0
2580	O	orange_b	1.000	727	1
2581	O	orange_b	1.000	172	1
2582	O	orange_b	1.000	555	0
2583	O	orange_b	1.000	727	1
2584	O	orange_b	1.000	549	0
2585	O	orange_b	1.000	727	1
2586	O	orange_b	1.000	710	1
2587	O	orange_b	1.000	17	0
2588	O	orange_b	1.000	727	1
2589	O	orange_b	1.000	67	1
2590	O	orange_b	1.000	659	0
2591	O	orange_b	1.000	727	1
2592	O	orange_b	1.000	725	1
2593	O	orange_b	1.000	2	0
2594	O	orange_b	1.000	727	1
2595	O	orange_b	1.000	726	1
2596	O	orange_b	1.000	1	0
2597	O	orange_b	1.000	727	1
2598	O	orange_b	1.000	726	1
2599	O	orange_b	1.000	1	0
2600	O	orange_b	1.000	727	1
2601	O	orange_b	1.000	96	1
2602	O	orange_b	1.000	631	0
2603	O	orange_b	1.000	727	1
2604	O	orange_b	1.000	529	1
2605	O	orange_b	1.000	198	0
2606	O	orange_b	1.000	725	1
2607	O	orange_b	1.000	2	0
2608	O	orange_b	1.000	727	1
2609	O	orange_b	1.000	726	1
2610	O	orange_b	1.000	1	0
2611	O	orange_b	1.000	727	1
2612	O	orange_b	1.000	725	1
2613	O	orange_b	1.000	2	0
2614	O	orange_b	1.000	727	1
2615	O	orange_b	1.000	726	1
2616	O	orange_b	1.000	727	1
2617	O	orange_b	1.000	725	1
2618	O	orange_b	1.000	2	0
2619	O	orange_b	1.000	727	1
2620	O	orange_b	1.000	726	1
2621	O	orange_b	1.000	1	0
2622	O	orange_b	1.000	727	1
2623	O	orange_b	1.000	726	1
2624	O	orange_b	1.000	1	0
2625	O	orange_b	1.000	727	1
2626	O	orange_b	1.000	724	1
2627	O	orange_b	1.000	3	0
2628	O	orange_b	1.000	727	1
2629	O	orange_b	1.000	726	1
2630	O	orange_b	1.000	1	0
2631	O	orange_b	1.000	727	1
2632	O	orange_b	1.000	725	1
2633	O	orange_b	1.000	2	0
2634	O	orange_b	1.000	727	1
2635	O	orange_b	1.000	726	1
2636	O	orange_b	1.000	1	0
2637	O	orange_b	1.000	727	1
2638	O	orange_b	1.000	6	0
2639	O	orange_b	1.000	210	1
2640	O	orange_b	1.000	490	1
2641	O	orange_b	1.000	654	1
2642	O	orange_b	1.000	708	1
2643	O	orange_b	1.000	726	1
2644	O	orange_b	1.000	727	1
2645	O	orange_b	1.000	715	1
2646	O	orange_b	1.000	12	0
2647	O	orange_b	1.000	727	1
2648	O	orange_b	1.000	726	1
2649	O	orange_b	1.000	1	0
2650	O	orange_b	1.000	727	1
2651	O	orange_b	1.000	726	1
2652	O	orange_b	1.000	1	0
2653	O	orange_b	1.000	727	1
2654	O	orange_b	1.000	726	1
2655	O	orange_b	1.000	1	0
2656	O	orange_b	1.000	727	1
2657	O	orange_b	1.000	726	1
2658	O	orange_b	1.000	1	0
2659	O	orange_b	1.000	727	1
2660	O	orange_b	1.000	725	1
2661	O	orange_b	1.000	2	0
2662	O	orange_b	1.000	727	1
2663	O	orange_b	1.000	725	1
2664	O	orange_b	1.000	2	0
2665	O	orange_b	1.000	727	1
2666	O	orange_b	1.000	723	1
2667	O	orange_b	1.000	2	0
2668	O	orange_b	1.000	4	0
2669	O	orange_b	1.000	725	1
2670	O	orange_b	1.000	727	1
2671	O	orange_b	1.000	725	1
2672	O	orange_b	1.000	2	0
2673	O	orange_b	1.000	727	1
2674	O	orange_b	1.000	726	1
2675	O	orange_b	1.000	1	0
2676	O	orange_b	1.000	727	1
2677	O	orange_b	1.000	609	1
2678	O	orange_b	1.000	118	0
2679	O	orange_b	1.000	726	1
2680	O	orange_b	1.000	1	0
2681	O	orange_b	1.000	727	1
2682	O	orange_b	1.000	726	1
2683	O	orange_b	1.000	1	0
2684	O	orange_b	1.000	727	1
2685	O	orange_b	1.000	29	0
2686	O	orange_b	1.000	698	1
2687	O	orange_b	1.000	727	1
2688	O	orange_b	1.000	726	1
2689	O	orange_b	1.000	727	1
2690	O	orange_b	1.000	45	0
2691	O	orange_b	1.000	682	1
2692	O	orange_b	1.000	727	1
2693	O	orange_b	1.000	554	1
2694	O	orange_b	1.000	173	0
2695	O	orange_b	1.000	727	1
2696	O	orange_b	1.000	717	1
2697	O	orange_b	1.000	10	0
2698	O	orange_b	1.000	727	1
2699	O	orange_b	1.000	720	1
2700	O	orange_b	1.000	7	0
2701	O	orange_b	1.000	727	1
2702	O	orange_b	1.000	723	1
2703	O	orange_b	1.000	4	0
2704	O	orange_b	1.000	727	1
2705	O	orange_b	1.000	726	1
2706	O	orange_b	1.000	1	0
2707	O	orange_b	1.000	727	1
2708	O	orange_b	1.000	726	1
2709	O	orange_b	1.000	1	0
2710	O	orange_b	1.000	727	1
2711	O	orange_b	1.000	315	0
2712	O	orange_b	1.000	412	1
2713	O	orange_b	1.000	727	1
2714	O	orange_b	1.000	609	1
2715	O	orange_b	1.000	118	0
2716	O	orange_b	1.000	727	1
2717	O	orange_b	1.000	726	1
2718	O	orange_b	1.000	1	0
2719	O	orange_b	1.000	727	1
2720	O	orange_b	1.000	720	1
2721	O	orange_b	1.000	7	0
2722	O	orange_b	1.000	727	1
2723	O	orange_b	1.000	577	1
2724	O	orange_b	1.000	150	0
2725	O	orange_b	1.000	727	1
2726	O	orange_b	1.000	578	1
2727	O	orange_b	1.000	149	0
2728	O	orange_b	1.000	727	1
2729	O	orange_b	1.000	726	1
2730	O	orange_b	1.000	1	0
2731	O	orange_b	1.000	727	1
2732	O	orange_b	1.000	651	1
2733	O	orange_b	1.000	76	0
2734	O	orange_b	1.000	727	1
2735	O	orange_b	1.000	726	1
2736	O	orange_b	1.000	1	0
2737	O	orange_b	1.000	727	1
2738	O	orange_b	1.000	5	0
2739	O	orange_b	1.000	722	1
2740	O	orange_b	1.000	727	1
2741	O	orange_b	1.000	30	0
2742	O	orange_b	1.000	697	1
2743	O	orange_b	1.000	727	1
2744	O	orange_b	1.000	11	0
2745	O	orange_b	1.000	91	0
2746	O	orange_b	1.000	366	0
2747	O	orange_b	1.000	514	1
2748	O	orange_b	1.000	577	1
2749	O	orange_b	1.000	726	1
2750	O	orange_b	1.000	727	1
2751	O	orange_b	1.000	69	1
2752	O	orange_b	1.000	658	0
2753	O	orange_b	1.000	727	1
2754	O	orange_b	1.000	726	1
2755	O	orange_b	1.000	1	0
2756	O	orange_b	1.000	727	1
2757	O	orange_b	1.000	467	1
2758	O	orange_b	1.000	260	0
2759	O	orange_c	0.521	727	1
2760	O	orange_c	0.522	726	1
2761	O	orange_b	1.000	1	0
2762	O	orange_c	0.521	727	1
2763	O	orange_b	1.000	34	0
2764	O	orange_c	0.521	727	1
2765	O	orange_c	1.000	1	0
2766	O	orange_c	0.521	726	1
2767	O	orange_c	0.521	727	1
2768	O	orange_a	1.000	349	0
2769	O	orange_a	1.000	52	0
2770	O	orange_a	1.000	349	0
2771	O	orange_a	1.000	1	0
2772	O	orange_a	1.000	348	0
2773	O	orange_a	1.000	349	0
2774	O	orange_a	1.000	343	0
2775	O	orange_a	1.000	6	0
2776	O	orange_a	1.000	349	0
2777	O	orange_a	1.000	73	0
2778	O	orange_a	1.000	276	0
2779	O	orange_a	1.000	349	0
2780	O	orange_a	1.000	347	0
2781	O	orange_a	1.000	2	0
2782	O	orange_a	1.000	349	0
2783	O	orange_a	1.000	234	0
2784	O	orange_a	1.000	349	0
2785	O	orange_c	0.343	1106	1
2786	O	orange_d	0.708	535	1
2787	O	orange_c	0.664	571	1
2788	O	orange_c	0.343	1106	1
2789	O	orange_d	1.000	1	0
2790	O	orange_c	0.343	1105	1
2791	O	orange_c	0.343	1106	1
2792	O	orange_d	0.708	534	1
2793	O	orange_c	0.663	572	1
2794	O	orange_c	0.343	1106	1
2795	O	orange_c	1.000	21	0
2796	O	orange_d	0.660	574	1
2797	O	orange_c	0.701	511	1
2798	O	orange_c	0.396	956	1
2799	O	orange_d	0.984	385	1
2800	O	orange_c	0.664	571	1
2801	O	orange_c	0.396	956	1
2802	O	orange_d	0.984	385	1
2803	O	orange_c	0.664	571	1
2804	O	orange_c	0.396	956	1
2805	O	orange_d	1.000	1	0
2806	O	orange_c	0.664	571	1
2807	O	orange_c	1.000	3	0
2808	O	orange_c	0.662	568	1
2809	O	orange_c	0.664	571	1
2810	O	orange_c	1.000	1	0
2811	O	orange_c	1.000	46	0
2812	O	orange_c	1.000	89	0
2813	O	orange_c	1.000	570	1
2814	O	orange_c	1.000	571	1
2815	O	orange_c	1.000	1	0
2816	O	orange_c	1.000	570	1
2817	O	orange_c	1.000	571	1
2818	O	orange_c	1.000	15	0
2819	O	orange_c	1.000	556	1
2820	O	orange_c	1.000	571	1
2821	O	orange_c	1.000	1	0
2822	O	orange_c	1.000	570	1
2823	O	orange_c	1.000	571	1
2824	O	orange_c	1.000	1	0
2825	O	orange_c	1.000	570	1
2826	O	orange_c	1.000	571	1
2827	O	orange_c	1.000	563	1
2828	O	orange_c	1.000	8	0
2829	O	orange_c	1.000	571	1
2830	O	orange_c	1.000	3	0
2831	O	orange_c	1.000	568	1
2832	O	orange_c	1.000	571	1
2833	O	orange_c	1.000	560	1
2834	O	orange_c	1.000	11	0
2835	O	orange_c	1.000	571	1
2836	O	orange_c	1.000	1	0
2837	O	orange_c	1.000	570	1
2838	O	orange_c	1.000	571	1
2839	O	orange_c	1.000	570	1
2840	O	orange_c	1.000	1	0
2841	O	orange_c	1.000	571	1
2842	O	orange_c	1.000	20	0
2843	O	orange_c	1.000	551	1
2844	O	orange_c	1.000	571	1
2845	O	orange_c	1.000	532	1
2846	O	orange_c	1.000	39	0
2847	O	orange_c	1.000	571	1
2848	O	orange_c	1.000	570	1
2849	O	orange_c	1.000	1	0
2850	O	orange_c	1.000	571	1
2851	O	orange_c	1.000	237	0
2852	O	orange_c	1.000	334	1
2853	O	orange_c	1.000	571	1
2854	O	orange_c	1.000	570	1
2855	O	orange_c	1.000	1	0
2856	O	orange_c	1.000	571	1
2857	O	orange_c	1.000	1	0
2858	O	orange_c	1.000	570	1
2859	O	orange_c	1.000	571	1
2860	O	orange_c	1.000	570	1
2861	O	orange_c	1.000	1	0
2862	O	orange_c	1.000	571	1
2863	O	orange_c	1.000	569	1
2864	O	orange_c	1.000	2	0
2865	O	orange_c	1.000	571	1
2866	O	orange_c	1.000	533	1
2867	O	orange_c	1.000	38	0
2868	O	orange_c	1.000	571	1
2869	O	orange_c	1.000	1	0
2870	O	orange_c	1.000	570	1
2871	O	orange_c	1.000	571	1
2872	O	orange_c	1.000	236	0
2873	O	orange_c	1.000	335	1
2874	O	orange_c	1.000	571	1
2875	O	orange_c	1.000	3	0
2876	O	orange_c	1.000	571	1
2877	O	orange_c	1.000	570	1
2878	O	orange_c	1.000	1	0
2879	O	orange_c	1.000	571	1
2880	O	orange_c	1.000	237	0
2881	O	orange_c	1.000	334	1
2882	O	orange_c	1.000	571	1
2883	O	orange_c	1.000	1	0
2884	O	orange_c	1.000	570	1
2885	O	orange_c	1.000	571	1
2886	O	orange_c	1.000	237	0
2887	O	orange_c	1.000	334	1
2888	O	orange_c	1.000	571	1
2889	O	orange_c	1.000	69	1
2890	O	orange_c	1.000	502	0
2891	O	orange_c	1.000	571	1
2892	O	orange_c	1.000	570	1
2893	O	orange_c	1.000	1	0
2894	O	orange_c	1.000	571	1
2895	O	orange_c	1.000	220	0
2896	O	orange_c	1.000	351	1
2897	O	orange_c	1.000	571	1
2898	O	orange_c	1.000	570	1
2899	O	orange_c	1.000	1	0
2900	O	orange_c	1.000	571	1
2901	O	orange_c	1.000	570	1
2902	O	orange_c	1.000	1	0
2903	O	orange_c	1.000	571	1
2904	O	orange_c	1.000	2	0
2905	O	orange_c	1.000	9	0
2906	O	orange_c	1.000	35	0
2907	O	orange_c	1.000	63	0
2908	O	orange_c	1.000	110	0
2909	O	orange_c	1.000	220	1
2910	O	orange_c	1.000	298	1
2911	O	orange_c	1.000	333	1
2912	O	orange_c	1.000	334	1
2913	O	orange_c	1.000	571	1
2914	O	orange_c	1.000	570	1
2915	O	orange_c	1.000	1	0
2916	O	orange_c	1.000	571	1
2917	O	orange_c	1.000	1	0
2918	O	orange_c	1.000	570	1
2919	O	orange_c	1.000	571	1
2920	O	orange_c	1.000	21	0
2921	O	orange_c	1.000	550	1
2922	O	orange_c	1.000	571	1
2923	O	orange_c	1.000	407	1
2924	O	orange_c	1.000	164	0
2925	O	orange_c	1.000	571	1
2926	O	orange_c	1.000	237	0
2927	O	orange_c	1.000	334	1
2928	O	orange_c	1.000	571	1
2929	O	orange_c	1.000	1	0
2930	O	orange_c	1.000	570	1
2931	O	orange_c	1.000	571	1
2932	O	orange_c	1.000	333	1
2933	O	orange_c	1.000	571	1
2934	O	orange_c	1.000	334	1
2935	O	orange_c	1.000	571	1
2936	O	orange_c	1.000	504	1
2937	O	orange_c	1.000	67	0
2938	O	orange_c	1.000	571	1
2939	O	orange_c	1.000	514	1
2940	O	orange_c	1.000	57	0
2941	O	orange_c	1.000	571	1
2942	O	orange_c	1.000	570	1
2943	O	orange_c	1.000	571	1
2944	O	orange_c	1.000	272	0
2945	O	orange_c	1.000	299	1
2946	O	orange_c	1.000	571	1
2947	O	orange_c	1.000	570	1
2948	O	orange_c	1.000	1	0
2949	O	orange_c	1.000	571	1
2950	O	orange_c	1.000	570	1
2951	O	orange_c	1.000	1	0
2952	O	orange_c	1.000	571	1
2953	O	orange_c	1.000	539	1
2954	O	orange_c	1.000	32	0
2955	O	orange_c	1.000	571	1
2956	O	orange_c	1.000	570	1
2957	O	orange_c	1.000	1	0
2958	O	orange_c	1.000	571	1
2959	O	orange_c	1.000	570	1
2960	O	orange_c	1.000	1	0
2961	O	orange_c	1.000	571	1
2962	O	orange_c	1.000	570	1
2963	O	orange_c	1.000	1	0
2964	O	orange_c	1.000	571	1
2965	O	orange_c	1.000	4	0
2966	O	orange_c	1.000	567	1
2967	O	orange_c	1.000	571	1
2968	O	orange_c	1.000	237	0
2969	O	orange_c	1.000	334	1
2970	O	orange_c	1.000	571	1
2971	O	orange_c	1.000	237	0
2972	O	orange_c	1.000	334	1
2973	O	orange_c	1.000	571	1
2974	O	orange_c	1.000	305	0
2975	O	orange_c	1.000	266	1
2976	O	orange_c	1.000	571	1
2977	O	orange_c	1.000	570	1
2978	O	orange_c	1.000	571	1
2979	O	orange_c	1.000	259	0
2980	O	orange_c	1.000	312	1
2981	O	orange_c	1.000	571	1
2982	O	orange_c	1.000	1	0
2983	O	orange_c	1.000	570	1
2984	O	orange_c	1.000	571	1
2985	O	orange_c	1.000	1	0
2986	O	orange_c	1.000	570	1
2987	O	orange_c	1.000	571	1
2988	O	orange_c	1.000	1	0
2989	O	orange_c	1.000	570	1
2990	O	orange_c	1.000	571	1
2991	O	orange_c	1.000	25	0
2992	O	orange_c	1.000	546	1
2993	O	orange_c	1.000	571	1
2994	O	orange_c	1.000	568	1
2995	O	orange_c	1.000	3	0
2996	O	orange_c	1.000	571	1
2997	O	orange_c	1.000	569	1
2998	O	orange_c	1.000	2	0
2999	O	orange_c	1.000	571	1
3000	O	orange_c	1.000	2	0
3001	O	orange_c	1.000	569	1
3002	O	orange_c	1.000	571	1
3003	O	orange_c	1.000	570	1
3004	O	orange_c	1.000	571	1
3005	O	orange_c	1.000	1	0
3006	O	orange_c	1.000	570	1
3007	O	orange_c	1.000	571	1
3008	O	orange_c	1.000	10	0
3009	O	orange_c	1.000	561	1
3010	O	orange_c	1.000	571	1
3011	O	orange_c	1.000	237	0
3012	O	orange_c	1.000	334	1
3013	O	orange_c	1.000	571	1
3014	O	orange_c	1.000	237	0
3015	O	orange_c	1.000	334	1
3016	O	orange_c	1.000	571	1
3017	O	orange_c	1.000	570	1
3018	O	orange_c	1.000	571	1
3019	O	orange_c	1.000	1	0
3020	O	orange_c	1.000	570	1
3021	O	orange_c	1.000	571	1
3022	O	orange_c	1.000	235	0
3023	O	orange_c	1.000	336	1
3024	O	orange_c	1.000	571	1
3025	O	orange_c	1.000	566	1
3026	O	orange_c	1.000	5	0
3027	O	orange_c	1.000	571	1
3028	O	orange_c	1.000	234	0
3029	O	orange_c	1.000	337	1
3030	O	orange_c	1.000	571	1
3031	O	orange_c	1.000	535	1
3032	O	orange_c	1.000	571	1
3033	O	orange_c	1.000	569	1
3034	O	orange_c	1.000	2	0
